tweet,tweet_processed,5epoch_model,7epoch_model,15epoch_model,100epoch_model
"Glad they rejected it. Plebiscite bolne par jo haal tha, woh bhi Kya din the.  @CBNNews  the father who was speaking is utter lies. They come to India in the garb of religious freedom and run a rampant mass conversions racket and distribute free money. This needs to stop.",glad rejected plebiscite bolne par jo haal tha woh bhi kya din cbnnews father speaking utter lies come india garb religious freedom run rampant mass conversions racket distribute free money needs stop,0.612086,0.95219296,0.91538155,0.980031
Which country allows such visas to let others indulge in internal affairs? We expect a better argument and logical question from educated people like you!,country allows visas let others indulge internal affairs expect better argument logical question educated people like,-0.48776263,-0.59881455,0.76778007,0.9988306
"US commission on International religious freedom members intentions are absolutely clear. A visit of few days and they would publish a report which is already prepared, to defame India by presenting distorted and half baked reports to the world. Good step by govt.",us commission international religious freedom members intentions absolutely clear visit days would publish report already prepared defame india presenting distorted half baked reports world good step govt,0.041530818,0.90828305,0.74528897,0.99902093
"Who has appointed the US to issue certificates to other countries? Do they ever visit Saudi Arabia, Pakistan or Bangladesh? 
And lelis like you, who feel they have the right are devoid of self respect.",appointed us issue certificates countries ever visit saudi arabia pakistan bangladesh lelis like feel right devoid self respect,-0.18534757,-0.17055373,0.2807707,0.9945705
Father of autocracy has no cheeks to defend himself for what he lied in the US. He has to show his true colour to his blind devotees to keep going luxurious life under the banner of religion!,father autocracy cheeks defend lied us show true colour blind devotees keep going luxurious life banner religion,-0.3248261,-0.19870523,0.54046494,0.49655238
"Why visit to India , every thing , all violence are available in media .they can see .",visit india every thing violence available media see,-0.4614762,-0.510685,-0.21511103,0.99421597
"Who the  hell r they to supervise  india ,this is not iraq for them to play around with",hell r supervise india iraq play around,-0.07448086,-0.09769098,-0.118392326,0.014366608
"Actually great decision by the Government.. 
India should not have any religious freedom.. this is exclusively the only surviving Pagan civilization, and will remain the same.. 
Now shove that freedom of religion bla bla bla  in your right place..",actually great decision government india religious freedom exclusively surviving pagan civilization remain shove freedom religion bla bla bla right place,0.35082185,0.8585005,0.85067254,0.9992247
"Modi & his ""Brasht Janata Party- BJP operate there hypocritical government's at center and state",modi brasht janata bjp operate hypocritical government center state,-0.03889266,0.10442264,-0.16514558,0.014366608
"Pee boo shun.,. You are stinking",pee boo stinking,-0.106444344,-0.1916844,-0.3416749,0.014366608
You are no one to question Authority... Clam down,one question authority clam,-0.20072658,-0.25651252,-0.21372585,0.014366608
"You will know,if you are a sensible person, that those guys have agenda.   Certain people playing victim card and claim no freedom.",know sensible person guys agenda certain people playing victim card claim freedom,-0.0030527257,-0.047160078,-0.058561623,0.014366608
"Send them to Afghanistan, Bangladesh and Pakistan first. Propagandist organisation ",send afghanistan bangladesh pakistan first propagandist organisation,-0.24785769,-0.2909553,0.034782175,0.98934436
This is the power of new India. They can say fusk off without hesitation.,power new india say fusk without hesitation,-0.31700924,-0.3171106,-0.2607483,0.014366608
"My Q & beg pardon for ignorance 

What are envoys to a nation doing?

Do they leave their conscience in their home countries 

Quite sure that a cursory awareness of what is in public domain may impress upon @USAmbIndia that something not quite right 

@USCIRF neednâ€™t visit",q beg pardon ignorance envoys nation leave conscience home countries quite sure cursory awareness public domain may impress upon usambindia something quite right uscirf visit,-0.31764582,-0.5058049,0.31044745,0.9961906
It would amount to a death knell for PM Modi vis-a-vis electoral democracy in India. What is happening in Maharastra is a cautionary tales to learn lesson what is store for 2024!,would amount death knell pm modi electoral democracy india happening maharastra cautionary tales learn lesson store 2024,-0.15618631,-0.20093061,-0.21127997,0.035644736
Aliens are not entertained here.,aliens entertained,-0.016244859,-0.0015667051,-0.15252532,0.014366608
Poor guy - Still didnâ€™t come out of Pre-1947. Problem is education doesnâ€™t teach wisdom.,poor guy still come problem education teach wisdom,0.20876938,0.43798065,-0.24053389,0.014366608
"Dear Supreme Court Lawyer, you don't have faith in yourself or the Supreme Court or High Courts in this country, and want to invite a biased foreigners to inspect our country ?  Let them set their own house in order... there are many George Floyds still shouting 'I can't breathe'",dear supreme court lawyer faith supreme court high courts country want invite biased foreigners inspect country let set house order many george floyds still shouting ca breathe,-0.39543176,-0.2687101,0.7585322,0.99870276
Lol...another bumms of hypocrites wants to invade India,lol another bumms hypocrites wants invade india,-0.5020487,-0.6461021,0.6505578,0.9757054
"Religious panel should have visited India to stop division of India & retain secular structure.Present always bear scar of past.
Confidence is key of secularism 
Education is first step to mould the mind of children. Convent educated dominate the society & influence fundamentals.",religious panel visited india stop division india retain secular always bear scar past confidence key secularism education first step mould mind children convent educated dominate society influence fundamentals,-0.041099563,0.21331857,0.15770426,0.9984032
"1- This video is old. 
Why don't they go to China? Where HR violation is most. Who are they to question India? They need to fix themselves & their countries first! which traitor party Invited them? Jootian to  parengi hi in videshi k- tton s--yaron ke & sath mein gaddaron ke bhi!",video old go china hr violation question india need fix countries first traitor party invited jootian parengi hi videshi tton yaron ke sath mein gaddaron ke bhi,0.18578127,0.59483343,0.27104512,0.99909407
Cowardice & inviting foreigners to interfere invade is not tolerance its Treason. Indian will NOT tolerate any foreign intergerence dictation now! Will teach lesson to traitors,cowardice inviting foreigners interfere invade tolerance treason indian tolerate foreign intergerence dictation teach lesson traitors,-0.24981466,-0.4105886,-0.19610816,0.07488528
"You r learning about this ... After 7 years!
Either you were dead for 7 years or you are playing crook.",r learning 7 years either dead 7 years playing crook,0.30255917,0.46905327,-0.21654202,-0.11810666
No wonder you were slapped,wonder slapped,-0.03973882,-0.019087952,-0.12700805,0.014366608
"You as a citizen of India must know how much religious freedom given to minorities at the cost of majority . Minorities  have more freedom to speak than in any other nation except terrorists and seditionist activists. Why these guys are not going to Muslim  nations Pak,Bangla etc",citizen india must know much religious freedom given minorities cost majority minorities freedom speak nation except terrorists seditionist activists guys going muslim nations pak bangla etc,0.46248448,0.47379005,0.83056,0.13587877
Prashant ji. You are over funded. You are aged. Now get off this global destabilizers. Time to reflect,prashant ji funded aged get global destabilizers time reflect,-0.07269758,-0.13658585,-0.40237325,0.014435554
True slaves!!,true slaves,-0.20574614,-0.22586347,-0.29540306,0.014366608
"Bhushan is trying to use old info to defame the country, he is such a patriot.",bhushan trying use old info defame country patriot,-0.39706054,-0.3960352,0.4839593,0.84183437
Denying  visa to US Comission creates more suspicion in their minds against our govt.,denying visa us comission creates suspicion minds govt,0.060750976,0.12267116,-0.13891642,0.014366608
"These churches and fathers are well documented to have abused children, donâ€™t let them come to India!",churches fathers well documented abused children let come india,-0.09666803,-0.09416137,-0.19354935,0.014366608
"These NGO clowns has no business in India, rather they should poke their nose in the handful issues in USA about gun violence, oppression of minorities, racism etc. What else can be expected from a commie and a break India gang like you  #ModiHaiTohMumkinHai",ngo clowns business india rather poke nose handful issues usa gun violence oppression minorities racism etc else expected commie break india gang like modihaitohmumkinhai,0.23084371,0.056936115,0.1434738,0.9918521
One simple rule to be Indian. Donâ€™t support any cause which is supported by this Crook!,one simple rule indian support cause supported crook,-0.101381846,0.099487774,-0.18479021,0.029832376
You will awarded for your propoganda against Nation,awarded propoganda nation,0.22345209,0.19424833,-0.16584517,0.014366608
narendra modi and Amit Shah will create more such situation where you can  further. ,narendra modi amit shah create situation,0.122901745,0.15820998,-0.06074117,0.014366608
Buddhe have you got hysterisis,buddhe got hysterisis,-0.019213777,-0.019213768,-0.1565025,0.014366608
You need Bagga treatment once again to see that this is 7 years old video,need bagga treatment see 7 years old video,-0.20706598,-0.13853437,-0.075757876,0.4505933
"Pah! All knew what he said was jumla. It was a prepared answer, and he just read it out, a myth.
If he were to really mean it, last 9 yrs would've seen quite harmonious co-existence, zero lynchings, no dog-whistling of this or that j!had.
This refusal is the reality, the truth.",pah knew said jumla prepared answer read myth really mean last 9 yrs would seen quite harmonious zero lynchings j refusal reality truth,-0.013135577,0.67256975,0.64954495,0.9783208
"What else to expect other than FakeNews from Mr Prashant Bhushan Jay Chand, traitor of India!",else expect fakenews mr prashant bhushan jay chand traitor india,-0.046511408,-0.12688439,-0.20004298,0.014366608
"These r private bodies
Turn to target india 
Better they donâ€™t poke their noses here",r private bodies turn target india better poke noses,-0.4449267,-0.35948703,0.059929416,0.8868213
Hypocratic mind!,hypocratic mind,0.00027974928,0.038038746,-0.1698251,0.014366608
What a pity. Try pakistan and check for yourself the religious freedom enjoyed by minorities there. Yield will be good.,pity try pakistan check religious freedom enjoyed minorities yield good,-0.30327696,-0.42388344,-0.7386355,0.9916681
"Anyone tells these Americans that Hindu majority India has second largest Muslim population in world & that country has largest Mo$que in the world.

So there is no need for these Americans to come to India & see how India treats its minorities.",anyone tells americans hindu majority india second largest muslim population world country largest mo que world need americans come india see india treats minorities,-0.17831716,-0.19243997,0.010069223,0.90490496
"Let me clear.

Every year lot of foreigners come to India on tourism and most of them are missionaries.

Just for checking whether things are good in india or not and then report back to their pop.

Based on that report fund used to issue for local Christian missionaries toâ€¦Â Show more",let clear every year lot foreigners come india tourism missionaries checking whether things good india report back pop based report fund used issue local christian missionaries show,0.1839686,0.892634,0.77655786,0.9985259
"#WATCH | Delhi: External Affairs Minister Dr S Jaishankar says, ""If you see the recent US visit of PM Modi, you saw that there were many prime ministers have visited the US but this visit of PM Modi was different. It was because PM Modi has a different image. He is a senior, experienced and credible leader. When PM Modi tries something or takes a position, its effect is seen in global politics. In the last 9 years, we have seen big changes in the world initiated by India""",watch delhi external affairs minister dr jaishankar says see recent us visit pm modi saw many prime ministers visited us visit pm modi different pm modi different image senior experienced credible leader pm modi tries something takes position effect seen global politics last 9 years seen big changes world initiated india,0.9409796,0.9732623,0.787737,0.9981425
Yes right because of Gujarat Riots.,yes right gujarat riots,-0.33207622,-0.39441085,-0.35500118,0.1677709
Ask Barak Obama how different modi is.. and if your government is against him than speak about him,ask barak obama different modi government speak,0.011420164,0.10811361,-0.08930493,0.014366608
PM Narendra Modi must visit my state Manipur and stop the war. If he can ask Ukrain and Russia to stop the war for few days while Indian Citizen are being evacuated. Why he did say a single words about Manipur?,pm narendra modi must visit state manipur stop war ask ukrain russia stop war days indian citizen evacuated say single words manipur,0.057479464,-0.14928797,-0.060054705,0.06278341
Aptly stated.,aptly stated,-0.03061352,-0.116538666,-0.3469312,0.014366608
"So true  @DrSJaishankar 
Especially  in the middle east.

They will be the new Europe",true drsjaishankar especially middle east new europe,-0.50980675,-0.6078913,0.3742145,0.826673
"Well said, also the US is expecting him to be around for a while.",well said also us expecting around,-0.13535786,-0.15929829,-0.12040324,0.014366608
There is no better image for Modi ! USA wants to sell arms and weapons to india ! They know pleasing Modi will lead to a huge deal and extra price just like Rafael deal!,better image modi usa wants sell arms weapons india know pleasing modi lead huge deal extra price like rafael deal,0.25700504,0.90448594,0.7726478,0.99638075
Lousy bloody tweets,lousy bloody tweets,0.23559764,0.35302868,-0.15301886,0.016657917
Mr EAM @DrSJaishankar the US in 1970s wooed China to counter Soviet Union & to the detriment of India. Now US has no option but come seeking India as China has become a Frankestein for US. US & China are the greatest self-servers & biz with them means verify but be wary of trust.,mr eam drsjaishankar us 1970s wooed china counter soviet union detriment india us option come seeking india china become frankestein us us china greatest biz means verify wary trust,-0.06606163,0.77013,0.8263291,0.24953577
Padai likhai ke baad bhi gadha gadha hi rahta hai yeh jaishankar ko dekh kar pata lag gaya,padai likhai ke baad bhi gadha gadha hi rahta hai yeh jaishankar ko dekh kar pata lag gaya,-0.051889952,0.0051836027,-0.13619035,0.05114443
"What Modi is doing now, External Affairs ministers used to do earlier. What Modi was doing in railway platforms earlier, the External Affairs minister is doing now in international meetings.",modi external affairs ministers used earlier modi railway platforms earlier external affairs minister international meetings,-0.20944834,-0.42069608,-0.2300062,0.018891143
Ukraine war could not be avoided,ukraine war could avoided,-0.0661531,-0.11605362,-0.18333676,0.014366608
"What nonsense is this..???
@DrSJaishankar",nonsense drsjaishankar,0.0031919316,-0.099234365,-0.16518469,0.014366608
'big changes in d world initiated by india'. ,changes world initiated india,-0.12769888,-0.018493535,-0.26285014,0.014366608
Despite all adversity and propaganda Modi has ultimately emerged as a statesman with intellect &  credibility at Global Level,despite adversity propaganda modi ultimately emerged statesman intellect credibility global level,0.04154124,0.26273853,-0.4142754,0.10738542
Yes. For e.g Manipur.,yes manipur,-0.026456296,-0.011452565,-0.1418609,0.014366608
Heâ€™s talking about image and not facts. How funny for an EAM.,talking image facts funny eam,-0.031310227,-0.053238362,-0.2814091,0.2120632
Totally different.  Teleprompter was installed in White House first time. Modi has answered only one question in the first press conference during his nine years tenure. Investigating in a girl child is very important.,totally different teleprompter installed white house first time modi answered one question first press conference nine years tenure investigating girl child important,-0.36920282,0.85107005,-0.22083166,0.999091
"Why so much buttering? Was he born yesterday? Has he not seen how Nehruji, Indiraji, Rahulji & Manmohan Singhji were received in USA & other countries?

Btw, this Viswa guruâ€™s graph is going down day by day. He is only popular with ED , CBI, etc.",much buttering born yesterday seen nehruji indiraji rahulji manmohan singhji received usa countries btw viswa graph going day day popular ed cbi etc,0.16474496,0.4024263,0.36843747,0.9721985
Modi was denied visa. Reason still valid.,modi denied visa reason still valid,-0.030276295,0.06583581,-0.10771378,0.014366608
"It was a different visit in terms of embarrassment and a bitter after taste once he returned.

Embarrassment because of the funny things he said.

Bitter after-taste because his ministers trolled Obama and the journalist who asked him a genuine question.",different visit terms embarrassment bitter taste returned embarrassment funny things said bitter ministers trolled obama journalist asked genuine question,0.19166632,-0.20723613,0.30115712,-0.6385765
Koi alag star nahi tha...visits by Nehru ji Rajeev ji and Manmohan ji were more decorated and fruitful...,koi alag star nahi tha visits nehru ji rajeev ji manmohan ji decorated fruitful,-0.093510844,0.028681872,0.059782814,0.040427364
Stop lying @DrSJaishankar,stop lying drsjaishankar,0.051467568,0.0692939,-0.15357451,0.014366608
Teleprompter is a huge difference,teleprompter huge difference,-0.18346395,-0.20164755,-0.19838776,0.014366608
"The shining moment of the visit is the respect and honour bestowed on the female journalist by our most cultured and civilized society who asked one question to our honourable P.M. 
Unparalleled respect to the 4th pillar of democracy. Goosebumps, tears of joy on our society.",shining moment visit respect honour bestowed female journalist cultured civilized society asked one question honourable unparalleled respect 4th pillar democracy goosebumps tears joy society,0.3292883,0.4433906,-0.2842752,-0.6770793
"Yes...Yes , he has 3-d image.",yes yes image,-0.011628357,0.0204885,-0.24219851,0.014366608
"True. No other Pm was invited, no other Pm was respected like this. In fact, all of them got down at Andrews Air Base and walked all the way to White House to meet POTUS. modi hai tho mumkin hai",true pm invited pm respected like fact got andrews air base walked way white house meet potus modi hai tho mumkin hai,0.07253801,0.449991,-0.120556146,0.14310272
Modi Affairs Minister,modi affairs minister,-0.04981293,-0.006318432,-0.14755216,0.014366608
"Big nonsense, Jai Sankar unable to tell why Modi went to US this time wasting the public money
9 yrs what big changes ???? Everything got increased and people are looted heavily by the govt and finally too much of tours and travels",big nonsense jai sankar unable tell modi went us time wasting public money 9 yrs big changes everything got increased people looted heavily govt finally much tours travels,-0.46800268,-0.31114823,0.14292014,0.092923485
PR Minister of PR govt.. Designated posts are just for name sake under this feku government..,pr minister pr govt designated posts name sake feku government,0.211964,0.42467943,-0.16621158,0.07753441
Enumerate them please.,enumerate please,-0.0053430204,0.032581177,-0.13269047,0.014366608
Also gutter gas was a  truly path breaking idea or shucking oxygen!,also gutter gas truly path breaking idea shucking oxygen,-0.14402653,-0.1401871,-0.13873097,0.07481864
Big changes in the world? Can you elaborate more on this sir,big changes world elaborate sir,-0.20361908,-0.04266993,-0.19667444,0.018037487
Pray tell us what are the 'big changes' effected by Modi in world politics? There's a limit to such PR nonsense?,pray tell us changes effected modi world politics limit pr nonsense,-0.1202151,-0.26855206,-0.18604358,0.03753915
Yeh banda sirf English achi bolta hai...,yeh banda sirf english achi bolta hai,0.11725776,0.40734947,-0.081309736,0.022272194
New Hardip Singh ,new hardip singh,-0.24889944,-0.23740514,-0.15800911,0.014366608
How long will @DrSJaishankar please his boss and spread #disinformation? The whole world knows that there was opposition to @narendramodi's visit to the US.,long drsjaishankar please boss spread disinformation whole world knows opposition narendramodi visit us,-0.22462817,-0.42406172,0.16528423,0.99805087
 isko koi prachar mantri bana do yaar,isko koi prachar mantri bana yaar,0.010685775,-0.09033814,-0.3339813,0.014366608
Accha what image he inherited other than a elected Pm of india like all other predecessors,accha image inherited elected pm india like predecessors,-0.034712594,0.12165663,-0.16403787,0.014366608
"Yes, only for modi people protested near US white house.",yes modi people protested near us white house,-0.114331305,0.003879703,-0.11494041,0.33345008
Only Smita Prakash should get excited,smita prakash get excited,-0.18585521,-0.33971018,-0.39985475,0.008076508
"As the External Affairs Minister, your priority is to focus on the development of our country and handle foreign affairs. The image that our PM Modi created in America is not your concern; leave that to the media, as they can explain his image more elaborately.",external affairs minister priority focus development country handle foreign affairs image pm modi created america concern leave media explain image elaborately,0.06801869,0.1528704,-0.17960732,0.024107795
"What a bottomless pit of servility !!! And what a revelation ! That all the former PMs of India were Junior, Inexperienced leaders and had No Credibility !! Way to go Mr. Minister @DrSJaishankar !!!",bottomless pit servility revelation former pms india junior inexperienced leaders credibility way go minister drsjaishankar,-0.15175231,-0.14237124,-0.07991057,0.0165674
"If that is the case, then why Indians r not granted visa free arrival in USA and Europe.??",case indians r granted visa free arrival usa,-0.40664497,-0.5434809,0.10373076,0.98968494
"His credibility and image was shot to smithereens not by the opposition, but by his very own ministers. So what are you on about?",credibility image shot smithereens opposition ministers,0.013133931,0.079315685,-0.10088273,0.014366608
This is what the reality.,reality,-0.02787026,-0.004803152,-0.16837712,0.014366608
Can you tell what we achieved during his usa trip?,tell achieved usa trip,-0.018356487,0.012902429,-0.17929114,0.014366608
 shameless bunch of pathological liars!,shameless bunch pathological liars,0.07975406,0.0070967562,-0.13588983,0.014366608
When you have someone to buy expensive drones and grant business..why not get the welcome,someone buy expensive drones grant business get welcome,-0.23984666,-0.3545229,-0.7878723,0.6891944
"What is so different? What is the initiative of the India world acknowledging ? 
@DrSJaishankar",different initiative india world acknowledging drsjaishankar,-0.39782333,-0.22755486,-0.17837799,0.016385954
"S Jaishankar,  You're not elective leader how can we believe that You're working for Nation. For concern of people you're diplomat appointed as External Affairs minister from RS . NOT LOK SABHA WHERE PEOPLE CHOOSE",jaishankar elective leader believe working nation concern people diplomat appointed external affairs minister rs lok sabha people choose,-0.22933753,-0.07837909,-0.084777914,0.014366608
"What did India get in return? Dollar at 82 against rupee. 
India is buying drones rather than make in India drones.",india get return dollar 82 rupee india buying drones rather make india drones,-0.26377374,-0.0966547,-0.09361095,0.04824054
"You are right, no one investigates in India like the way PM Modi investigates in India",right one investigates india like way pm modi investigates india,-0.3108893,-0.23198198,-0.18818505,0.014366608
The word is megalomaniacâ€¦,word,-0.0076994235,0.011573342,-0.08550323,0.014366608
Maybe EAM just woke up - see this reception of another PM and image as well.,maybe eam woke see reception another pm image well,-0.11706477,-0.23073244,-0.1157164,0.071098156
Let's not be parochial to undermine other PM's visits.The difference is that they never wanted to integrate with a specific US regime to go to the level of even campaigning in US elections. Every visit was unique with some crucial deals signed and bilateral bottlenecks addressed.,let parochial undermine pm difference never wanted integrate specific us regime go level even campaigning us elections every visit unique crucial deals signed bilateral bottlenecks addressed,-0.40499508,-0.2636554,0.62188065,0.9987072
"Correct and that's why over 70 congressmen and women did not attend the session and send letters asking Biden administration to question modi on his human right record isn't it?

Propaganda works only upto a point and now after 10 yrs everyone realizes it & r changing their view",correct 70 congressmen women attend session send letters asking biden administration question modi human right record propaganda works upto point 10 yrs everyone realizes r changing view,-0.13288896,0.46519503,0.859905,0.9974322
"@narendramodi bahut mahaan hai. Ab janta kaa b Soch lo thora.
Manipur is in worst condition & nobody is concerned about them.
J&K is totally failed by centre indirect governance, not able to conduct exams of jobs, electricity crises, without assembly elected members since 2018",narendramodi bahut mahaan hai ab janta kaa b soch lo thora manipur worst condition nobody concerned j k totally failed centre indirect governance able conduct exams jobs electricity crises without assembly elected members since 2018,-0.63873065,-0.9342468,-0.934891,-0.19091672
"Yes, this time it was different, he faced the media and answered a question. At least he answered to one question. Of course, thatâ€™s a big deal.",yes time different faced media answered question least answered one question course big deal,0.0036064438,0.15697187,-0.19733264,0.11693492
Laudable Lassen,laudable lassen,-0.082061924,-0.15581639,-0.17240769,0.014366608
"We see such speech as .
Extension tactics..!",see speech extension tactics,-0.034883067,0.027346596,-0.09947063,0.014366608
waiter,waiter,-0.01523872,0.0032897484,-0.104962915,0.014366608
"Manipur is burning, when will he try and takes a position? Stop andhbhkati man.",manipur burning try takes position stop andhbhkati man,0.08885144,0.1520104,-0.1120953,0.014366608
"Defending the undefendable degraded soul? Justifying lies spoken at first 2 questions only pc?
Insulting the learned, dedicated experienced leadership in India.",defending undefendable degraded soul justifying lies spoken first 2 questions pc insulting learned dedicated experienced leadership india,-0.3245507,-0.5572158,0.736122,0.99883646
Good Joke...,good joke,-0.4079232,-0.52323645,-0.47439545,0.09658833
Are bhai ANI walo thoda sound badhao yaar... headphones me bhi sunayi nahi deta ,bhai ani walo thoda sound badhao yaar headphones bhi sunayi nahi deta,-0.18916556,-0.40736312,0.27407426,0.99846447
Bahut ho Gaya Bhajan.,bahut ho gaya bhajan,-0.07865051,-0.024386104,-0.16924757,0.014366608
"Yes , it was different.
All the PM s are welcomed by US citizens not migrants or any event management company.",yes different pm welcomed us citizens migrants event management company,-0.00028210646,-0.08779707,-0.13921258,0.014466324
"Yea it's different. He was the only Indian PM on the official US visit who was questioned by international media regarding worsening media independence, state supported atrocities on minorities and attack on democracy. 

Never happened before. It's definitely a first.",yea different indian pm official us visit questioned international media regarding worsening media independence state supported atrocities minorities attack democracy never happened definitely first,-0.10867533,0.036906105,-0.54051685,0.8261767
This is called bootlicking,called bootlicking,5.9729908e-05,0.10247444,-0.12682396,0.014366608
Sir itni padhai likhai kar ke aapne chaatne ki naukri le li?,sir itni padhai likhai kar ke aapne chaatne ki naukri le li,-0.013045156,0.010479173,-0.1420528,0.031729206
Manipur too waiting for hiim. It has been 2 months. All these tall claims of setting the world agenda sounds very hollow when one fails to keep one's own house in order.,manipur waiting hiim 2 months tall claims setting world agenda sounds hollow one fails keep one house order,-0.023335434,0.29186907,-0.35467297,-0.8277589
I can't believe that some people in replies here are taking this speech seriously ,ca believe people replies taking speech seriously,-0.079790756,-0.0858395,-0.4838997,0.028477741
Kuchh nahin bus Modi ji ne angreji mein b@kÂ©hod! karane ke liye bheja hai ise,kuchh nahin bus modi ji ne angreji mein b karane ke liye bheja hai ise,-0.05954322,-0.045375425,-0.1120746,0.025042709
"And Mr. Minister ! Here is what the Honâ€™ble PM, had said about Climate Changeâ€¦. Lest you have forgotten!!@DrSJaishankar",minister pm said climate lest forgotten drsjaishankar,-0.13575989,-0.05957856,-0.15619026,0.014366608
Agree @DrSJaishankar,agree drsjaishankar,-0.04389734,0.0021617278,-0.15037689,0.014366608
Modi ji has initiated big changes in the world in last 9yrs  ..jaise ISRO ka chandrayaan,modi ji initiated big changes world last 9yrs jaise isro ka chandrayaan,-0.19023238,-0.26661173,-0.1417085,0.032035347
Chamchagiri 24*7,chamchagiri 24 7,-0.013147657,-0.007484898,-0.1531816,0.014366608
"PM Modi is Global Leader, He believe in ""Vasudhaiv Kutumbkam "" .",pm modi global leader believe vasudhaiv kutumbkam,-0.09839337,-0.06341532,-0.12718284,0.017028468
this coz PR and DRAMA was better no no more better than previous visit,coz pr drama better better previous visit,-0.55377734,-0.70137507,0.5239822,0.9947996
Kuch alag sa hehhehehhe Sab Bhakt ko mamu bana k rakha hai,kuch alag sa hehhehehhe sab bhakt ko mamu bana k rakha hai,-0.07981483,-0.16811913,-0.0912721,0.025060011
What rubbish,rubbish,-0.022581356,0.028749898,-0.08041877,0.014366608
What is the effect the world has seen because of Mr. Midi's position? Has the ukraine war stopped? Has sri lanka implemented 13th amendment giving equality to tamils? Has China restored to its original position on the border? When will this bluff and bluster by our EAM end?,effect world seen midi position ukraine war stopped sri lanka implemented 13th amendment giving equality tamils china restored original position border bluff bluster eam end,-0.15783083,0.3448612,0.7616274,0.99799925
"He's foreign minister and Rtd.IFS officer but still he could not able to understand the pulse of other countries

They strongly delivered the message to India through Brack Obama who's strong ruling party leader. That's how US used to send the message

what a pathetic leaders",foreign minister officer still could able understand pulse countries strongly delivered message india brack obama strong ruling party leader us used send message pathetic leaders,0.018999305,0.061841697,0.6758135,0.9266223
Is his wife Chinese?,wife chinese,0.09002205,0.023239302,-0.123438455,0.014366608
The poodle speaks !!,poodle speaks,-0.020553978,-0.033776503,-0.19040228,0.014366608
Nityananda is much better in clarity,nityananda much better clarity,-0.43708354,-0.5747556,0.12660325,0.91677153
Overpriced drones will buy you anything,overpriced drones buy anything,-0.0055616023,0.07617656,-0.110239424,0.014366608
Let there be a statutory limit on flattery. In terms of numbers and also in terms of length.,let statutory limit flattery terms numbers also terms length,-0.081254065,-0.28929448,-0.18929918,0.1020188
Please visit Manipur as well.,please visit manipur well,-0.061502483,-0.06413522,-0.15304002,0.014366608
"He is more proactive in global politics, but FM should remember INC laid down the foundation of social, economic, and political infrastructure that is being used by the PM Modi, PSEs/PSBs and nuclear plants and missiles, Modi is privating were created by INC, don't forget fathers",proactive global politics fm remember inc laid foundation social economic political infrastructure used pm modi nuclear plants missiles modi privating created inc forget fathers,0.3073065,0.93560445,0.66808116,0.99785006
Don't spoil your image by sycophancy,spoil image sycophancy,0.021988353,0.07833617,-0.095915705,0.014366608
Want to see accountability in India itself,want see accountability india,-0.013710051,0.09579773,-0.14067318,0.014366608
WhatsApp University ko refer kree h chicha,whatsapp university ko refer kree h chicha,-0.21360174,-0.14386067,-0.14795853,0.014552783
LOL ,lol,-0.12636186,-0.32026437,-0.8839306,-0.0074533224
None had 2 part BBC documentary on them,none 2 part bbc documentary,-0.14398444,-0.06974388,-0.17303364,0.014366608
Sabko 2024 ki chinta hai.  Apni apni parsenol position ki bhi.,sabko 2024 ki chinta hai apni apni parsenol position ki bhi,0.10062918,0.106876954,-0.29543847,-0.40238503
hum sab jante hai ki event karne me mahir hai smita ji all time fav PM,hum sab jante hai ki event karne mahir hai smita ji time fav pm,-0.010467939,-0.029796623,-0.1202047,0.026378015
Ratio,ratio,0.0008733227,0.05763658,-0.08865144,0.014366608
India doesn't take any position mr jaishankar,india take position mr jaishankar,-0.061513375,0.08274425,-0.14650808,0.014366608
